Source           Destination              Packets               Bytes
 170.132.25.251   170.135.199.195              57978            68196788
 170.135.199.195  170.132.25.251               44980             3935485
 168.162.95.154   170.135.199.195             280931           262092257
 170.135.199.195  168.162.95.154              310759            73102313
 170.135.199.195  156.55.84.49                   656               34930
 156.55.84.49     170.135.199.195                650               97007
 170.135.199.195  168.162.95.148              229820            19592389
 168.162.95.148   170.135.199.195             483550           562561893
 170.135.199.195  168.162.95.146              534792           116310787
 168.162.95.146   170.135.199.195             558162           512307526
 170.135.202.79   156.55.84.167                   11                 584
 156.55.84.167    170.135.202.79                  16               14007
 156.36.48.98     170.132.26.47                   15                6915
 170.132.26.47    156.36.48.98                    11                1373
